order_item_id,order_id,product_id,quantity,unit_price,discount_value,line_amount
OITEM-000000784,ORD-000000180,PROD-0000002,1,122.58,22.36,100.22
OITEM-000000785,ORD-000000180,PROD-0000022,2,163.8,81.68,245.92
OITEM-000000786,ORD-000000180,PROD-0000029,2,47.3,13.95,80.65
OITEM-000000787,ORD-000000180,PROD-0000052,1,127.83,13.0,114.83
OITEM-000000788,ORD-000000181,PROD-0000072,1,355.52,0.0,355.52
OITEM-000000789,ORD-000000181,PROD-0000105,2,153.39,66.66,240.12
OITEM-000000790,ORD-000000181,PROD-0000044,1,253.32,59.78,193.54
OITEM-000000791,ORD-000000181,PROD-0000012,1,237.57,35.34,202.23
OITEM-000000792,ORD-000000181,PROD-0000086,2,139.2,56.51,221.89
OITEM-000000793,ORD-000000182,PROD-0000028,1,81.49,4.47,77.02
OITEM-000000794,ORD-000000182,PROD-0000013,1,170.21,62.74,107.47
OITEM-000000795,ORD-000000182,PROD-0000004,2,84.97,42.78,127.16
OITEM-000000796,ORD-000000182,PROD-0000113,1,39.14,10.52,28.62
OITEM-000000797,ORD-000000182,PROD-0000091,1,215.49,38.0,177.49
OITEM-000000798,ORD-000000182,PROD-0000079,1,396.63,61.11,335.52
OITEM-000000799,ORD-000000182,PROD-0000107,2,146.6,65.16,228.04
OITEM-000000800,ORD-000000182,PROD-0000002,2,117.49,48.65,186.33
OITEM-000000801,ORD-000000183,PROD-0000034,1,197.86,46.29,151.57
OITEM-000000802,ORD-000000183,PROD-0000014,2,144.17,49.16,239.18
OITEM-000000803,ORD-000000183,PROD-0000040,1,165.19,55.56,109.63
OITEM-000000804,ORD-000000183,PROD-0000071,2,195.53,68.24,322.82
OITEM-000000805,ORD-000000183,PROD-0000120,1,127.54,25.19,102.35
OITEM-000000806,ORD-000000183,PROD-0000032,2,63.76,15.94,111.58
OITEM-000000807,ORD-000000183,PROD-0000090,2,120.31,1.23,239.39
OITEM-000000808,ORD-000000184,PROD-0000111,1,197.3,8.09,189.21
OITEM-000000809,ORD-000000185,PROD-0000057,2,98.66,3.53,193.79
OITEM-000000810,ORD-000000185,PROD-0000108,2,288.68,95.0,482.36
OITEM-000000811,ORD-000000185,PROD-0000018,2,197.15,61.24,333.06
OITEM-000000812,ORD-000000185,PROD-0000025,1,242.67,0.0,242.67
OITEM-000000813,ORD-000000185,PROD-0000031,1,199.89,20.33,179.56
OITEM-000000814,ORD-000000186,PROD-0000112,1,192.39,10.69,181.7
OITEM-000000815,ORD-000000186,PROD-0000035,1,187.03,22.83,164.2
OITEM-000000816,ORD-000000186,PROD-0000036,1,146.42,22.59,123.83
OITEM-000000817,ORD-000000186,PROD-0000015,2,369.76,94.68,644.84
OITEM-000000818,ORD-000000186,PROD-0000063,1,139.45,9.13,130.32
OITEM-000000819,ORD-000000186,PROD-0000028,1,81.51,3.22,78.29
OITEM-000000820,ORD-000000187,PROD-0000089,2,97.78,68.41,127.15
OITEM-000000821,ORD-000000187,PROD-0000040,1,164.99,40.38,124.61
OITEM-000000822,ORD-000000187,PROD-0000105,1,168.27,34.23,134.04
OITEM-000000823,ORD-000000187,PROD-0000022,1,157.04,18.41,138.63
OITEM-000000824,ORD-000000188,PROD-0000071,1,198.99,63.74,135.25
OITEM-000000825,ORD-000000188,PROD-0000011,2,373.19,243.06,503.32
OITEM-000000826,ORD-000000188,PROD-0000049,2,175.77,29.21,322.33
OITEM-000000827,ORD-000000188,PROD-0000090,2,123.69,2.07,245.31
OITEM-000000828,ORD-000000188,PROD-0000021,1,97.85,21.11,76.74
OITEM-000000829,ORD-000000188,PROD-0000028,2,85.96,8.73,163.19
OITEM-000000830,ORD-000000188,PROD-0000019,2,266.09,2.64,529.54
OITEM-000000831,ORD-000000188,PROD-0000036,2,155.1,9.26,300.94
OITEM-000000832,ORD-000000189,PROD-0000047,2,75.68,0.0,151.36
OITEM-000000833,ORD-000000189,PROD-0000089,1,94.43,30.74,63.69
OITEM-000000834,ORD-000000189,PROD-0000113,1,35.93,8.13,27.8
OITEM-000000835,ORD-000000189,PROD-0000069,2,127.92,39.89,215.95
OITEM-000000836,ORD-000000189,PROD-0000090,2,122.42,0.0,244.84
OITEM-000000837,ORD-000000189,PROD-0000039,1,90.29,11.14,79.15
OITEM-000000838,ORD-000000189,PROD-0000036,2,150.76,15.71,285.81
OITEM-000000839,ORD-000000190,PROD-0000013,2,177.58,115.45,239.71
OITEM-000000840,ORD-000000190,PROD-0000014,1,146.68,12.51,134.17
OITEM-000000841,ORD-000000190,PROD-0000079,2,412.06,127.63,696.49
OITEM-000000842,ORD-000000190,PROD-0000033,1,121.47,24.28,97.19
OITEM-000000843,ORD-000000190,PROD-0000042,1,83.65,8.59,75.06
OITEM-000000844,ORD-000000190,PROD-0000041,1,87.25,8.91,78.34
OITEM-000000845,ORD-000000191,PROD-0000114,2,126.87,7.53,246.21
OITEM-000000846,ORD-000000191,PROD-0000077,1,220.35,42.46,177.89
OITEM-000000847,ORD-000000191,PROD-0000066,1,175.13,11.05,164.08
OITEM-000000848,ORD-000000191,PROD-0000104,1,133.91,13.7,120.21
OITEM-000000849,ORD-000000191,PROD-0000038,1,110.85,8.21,102.64
OITEM-000000850,ORD-000000191,PROD-0000117,2,171.18,34.5,307.86
OITEM-000000851,ORD-000000191,PROD-0000060,2,109.48,28.97,189.99
OITEM-000000852,ORD-000000191,PROD-0000005,1,94.43,8.65,85.78
OITEM-000000853,ORD-000000192,PROD-0000079,1,427.86,50.45,377.41
OITEM-000000854,ORD-000000192,PROD-0000062,1,61.34,1.0,60.34
OITEM-000000855,ORD-000000192,PROD-0000048,2,232.35,52.67,412.03
OITEM-000000856,ORD-000000193,PROD-0000048,2,242.43,75.64,409.22
OITEM-000000857,ORD-000000193,PROD-0000084,2,113.65,61.72,165.58
OITEM-000000858,ORD-000000193,PROD-0000096,1,149.77,59.94,89.83
OITEM-000000859,ORD-000000193,PROD-0000086,2,138.84,87.68,190.0
OITEM-000000860,ORD-000000193,PROD-0000106,2,118.73,46.08,191.38
OITEM-000000861,ORD-000000193,PROD-0000120,2,120.61,29.69,211.53
OITEM-000000862,ORD-000000193,PROD-0000040,1,172.73,69.44,103.29
OITEM-000000863,ORD-000000194,PROD-0000119,1,357.31,52.45,304.86
OITEM-000000864,ORD-000000194,PROD-0000017,1,58.81,14.4,44.41
OITEM-000000865,ORD-000000194,PROD-0000016,1,213.37,82.55,130.82
OITEM-000000866,ORD-000000194,PROD-0000066,1,173.54,8.81,164.73
OITEM-000000867,ORD-000000195,PROD-0000091,1,208.9,32.16,176.74
OITEM-000000868,ORD-000000195,PROD-0000078,1,45.27,14.19,31.08
OITEM-000000869,ORD-000000196,PROD-0000076,2,170.41,90.49,250.33
OITEM-000000870,ORD-000000196,PROD-0000026,2,285.64,186.82,384.46
OITEM-000000871,ORD-000000196,PROD-0000018,2,183.18,149.2,217.16
OITEM-000000872,ORD-000000196,PROD-0000009,1,294.99,97.83,197.16
OITEM-000000873,ORD-000000196,PROD-0000064,2,321.32,99.64,543.0
OITEM-000000874,ORD-000000197,PROD-0000087,1,73.4,10.03,63.37
OITEM-000000875,ORD-000000197,PROD-0000045,2,171.21,188.33,154.09
OITEM-000000876,ORD-000000197,PROD-0000016,1,203.7,57.36,146.34
OITEM-000000877,ORD-000000197,PROD-0000042,2,76.63,29.86,123.4
OITEM-000000878,ORD-000000197,PROD-0000061,1,195.72,18.35,177.37
OITEM-000000879,ORD-000000197,PROD-0000057,1,108.19,21.07,87.12
OITEM-000000880,ORD-000000198,PROD-0000108,2,282.52,49.31,515.73
OITEM-000000881,ORD-000000199,PROD-0000014,1,145.71,30.59,115.12
OITEM-000000882,ORD-000000199,PROD-0000105,1,151.23,42.77,108.46
OITEM-000000883,ORD-000000199,PROD-0000023,2,98.38,64.07,132.69
OITEM-000000884,ORD-000000199,PROD-0000088,2,213.78,169.5,258.06
OITEM-000000885,ORD-000000199,PROD-0000003,1,178.4,45.75,132.65
OITEM-000000886,ORD-000000200,PROD-0000088,1,214.72,74.88,139.84
OITEM-000000887,ORD-000000201,PROD-0000034,2,203.85,109.71,297.99
OITEM-000000888,ORD-000000201,PROD-0000115,2,319.05,0.0,638.1
OITEM-000000889,ORD-000000201,PROD-0000111,1,189.56,37.23,152.33
OITEM-000000890,ORD-000000201,PROD-0000024,2,174.68,88.06,261.3
OITEM-000000891,ORD-000000201,PROD-0000107,2,146.43,38.72,254.14
OITEM-000000892,ORD-000000201,PROD-0000081,2,114.79,83.58,146.0
OITEM-000000893,ORD-000000201,PROD-0000033,2,122.17,91.9,152.44
OITEM-000000894,ORD-000000202,PROD-0000054,1,157.92,29.35,128.57
OITEM-000000895,ORD-000000203,PROD-0000029,1,52.38,12.42,39.96
OITEM-000000896,ORD-000000203,PROD-0000016,1,196.58,82.73,113.85
OITEM-000000897,ORD-000000203,PROD-0000099,1,82.27,19.13,63.14
OITEM-000000898,ORD-000000203,PROD-0000046,1,336.65,42.01,294.64
OITEM-000000899,ORD-000000203,PROD-0000065,1,118.68,24.84,93.84
OITEM-000000900,ORD-000000204,PROD-0000101,1,215.08,59.36,155.72
OITEM-000000901,ORD-000000204,PROD-0000020,2,154.44,117.31,191.57
OITEM-000000902,ORD-000000204,PROD-0000096,2,147.81,137.81,157.81
OITEM-000000903,ORD-000000204,PROD-0000018,2,183.66,134.62,232.7
OITEM-000000904,ORD-000000204,PROD-0000078,2,46.27,23.09,69.45
OITEM-000000905,ORD-000000204,PROD-0000059,1,113.74,14.54,99.2
OITEM-000000906,ORD-000000204,PROD-0000008,1,148.98,29.82,119.16
OITEM-000000907,ORD-000000205,PROD-0000075,2,173.89,15.11,332.67
OITEM-000000908,ORD-000000205,PROD-0000025,2,236.61,106.6,366.62
OITEM-000000909,ORD-000000205,PROD-0000046,2,330.46,96.45,564.47
OITEM-000000910,ORD-000000205,PROD-0000048,1,240.65,82.18,158.47
OITEM-000000911,ORD-000000205,PROD-0000053,2,153.15,57.87,248.43
OITEM-000000912,ORD-000000206,PROD-0000061,1,184.73,17.4,167.33
OITEM-000000913,ORD-000000207,PROD-0000018,1,177.63,56.39,121.24
OITEM-000000914,ORD-000000208,PROD-0000118,2,197.4,65.89,328.91
OITEM-000000915,ORD-000000208,PROD-0000107,2,145.58,89.2,201.96
OITEM-000000916,ORD-000000208,PROD-0000111,2,187.41,28.59,346.23
OITEM-000000917,ORD-000000208,PROD-0000031,1,194.2,35.11,159.09
OITEM-000000918,ORD-000000208,PROD-0000036,1,156.95,35.98,120.97
OITEM-000000919,ORD-000000208,PROD-0000071,1,190.26,69.89,120.37
OITEM-000000920,ORD-000000208,PROD-0000065,2,119.99,57.63,182.35
OITEM-000000921,ORD-000000209,PROD-0000082,1,104.47,24.46,80.01
OITEM-000000922,ORD-000000209,PROD-0000041,2,77.56,32.94,122.18
OITEM-000000923,ORD-000000209,PROD-0000060,1,105.83,15.71,90.12
OITEM-000000924,ORD-000000209,PROD-0000109,1,216.8,68.42,148.38
OITEM-000000925,ORD-000000209,PROD-0000053,2,168.66,91.22,246.1
OITEM-000000926,ORD-000000210,PROD-0000013,2,192.5,138.12,246.88
OITEM-000000927,ORD-000000210,PROD-0000061,2,198.12,64.23,332.01
OITEM-000000928,ORD-000000211,PROD-0000015,2,375.9,221.61,530.19
OITEM-000000929,ORD-000000211,PROD-0000073,1,181.31,0.0,181.31
OITEM-000000930,ORD-000000211,PROD-0000100,2,102.57,53.77,151.37
OITEM-000000931,ORD-000000211,PROD-0000076,1,173.99,33.34,140.65
OITEM-000000932,ORD-000000211,PROD-0000102,1,159.98,38.35,121.63
OITEM-000000933,ORD-000000212,PROD-0000079,1,410.43,65.7,344.73
OITEM-000000934,ORD-000000212,PROD-0000035,2,190.11,70.51,309.71
OITEM-000000935,ORD-000000213,PROD-0000010,1,175.03,34.18,140.85
OITEM-000000936,ORD-000000213,PROD-0000056,2,151.76,97.27,206.25
OITEM-000000937,ORD-000000213,PROD-0000036,1,161.7,0.0,161.7
OITEM-000000938,ORD-000000213,PROD-0000028,1,86.06,3.43,82.63
OITEM-000000939,ORD-000000213,PROD-0000083,2,221.55,81.93,361.17
OITEM-000000940,ORD-000000214,PROD-0000018,2,184.22,37.83,330.61
OITEM-000000941,ORD-000000214,PROD-0000099,2,78.08,11.84,144.32
OITEM-000000942,ORD-000000214,PROD-0000116,1,210.85,0.0,210.85
OITEM-000000943,ORD-000000215,PROD-0000071,2,193.92,62.72,325.12
OITEM-000000944,ORD-000000215,PROD-0000073,1,174.66,0.0,174.66
OITEM-000000945,ORD-000000215,PROD-0000068,2,179.82,0.0,359.64
OITEM-000000946,ORD-000000215,PROD-0000074,1,234.74,25.88,208.86
OITEM-000000947,ORD-000000215,PROD-0000043,1,178.65,0.0,178.65
OITEM-000000948,ORD-000000216,PROD-0000040,1,176.55,24.12,152.43
OITEM-000000949,ORD-000000217,PROD-0000061,1,188.32,11.16,177.16
OITEM-000000950,ORD-000000218,PROD-0000064,1,325.67,18.55,307.12
OITEM-000000951,ORD-000000218,PROD-0000041,1,81.84,2.88,78.96
OITEM-000000952,ORD-000000219,PROD-0000041,1,79.67,4.5,75.17
OITEM-000000953,ORD-000000219,PROD-0000070,2,223.23,14.7,431.76
OITEM-000000954,ORD-000000219,PROD-0000068,1,197.52,18.35,179.17
OITEM-000000955,ORD-000000219,PROD-0000090,2,127.57,9.63,245.51
OITEM-000000956,ORD-000000219,PROD-0000063,1,136.25,9.67,126.58
OITEM-000000957,ORD-000000220,PROD-0000001,1,104.9,10.9,94.0
OITEM-000000958,ORD-000000220,PROD-0000021,1,98.36,6.13,92.23
OITEM-000000959,ORD-000000220,PROD-0000058,2,102.05,3.49,200.61
OITEM-000000960,ORD-000000220,PROD-0000036,2,160.68,7.67,313.69
OITEM-000000961,ORD-000000221,PROD-0000059,1,102.69,12.33,90.36
OITEM-000000962,ORD-000000222,PROD-0000101,1,210.42,15.7,194.72
OITEM-000000963,ORD-000000222,PROD-0000108,2,301.49,70.6,532.38
OITEM-000000964,ORD-000000222,PROD-0000019,2,288.02,0.0,576.04
OITEM-000000965,ORD-000000222,PROD-0000076,2,160.5,14.7,306.3
OITEM-000000966,ORD-000000223,PROD-0000100,1,109.12,13.24,95.88
OITEM-000000967,ORD-000000223,PROD-0000029,1,46.26,4.6,41.66
OITEM-000000968,ORD-000000224,PROD-0000094,2,248.57,88.82,408.32
OITEM-000000969,ORD-000000224,PROD-0000104,1,135.54,12.96,122.58
OITEM-000000970,ORD-000000224,PROD-0000052,2,131.81,12.53,251.09
OITEM-000000971,ORD-000000224,PROD-0000023,1,105.71,11.28,94.43
OITEM-000000972,ORD-000000224,PROD-0000087,1,71.58,0.86,70.72
OITEM-000000973,ORD-000000225,PROD-0000082,1,100.58,9.73,90.85
OITEM-000000974,ORD-000000226,PROD-0000075,2,191.48,32.35,350.61
OITEM-000000975,ORD-000000226,PROD-0000036,1,153.0,0.0,153.0
OITEM-000000976,ORD-000000226,PROD-0000028,1,79.76,5.8,73.96
OITEM-000000977,ORD-000000226,PROD-0000110,2,297.48,17.02,577.94
OITEM-000000978,ORD-000000226,PROD-0000032,2,66.37,0.0,132.74
OITEM-000000979,ORD-000000227,PROD-0000036,1,148.34,0.0,148.34
OITEM-000000980,ORD-000000227,PROD-0000039,1,87.89,5.23,82.66
OITEM-000000981,ORD-000000227,PROD-0000015,1,353.49,26.79,326.7
OITEM-000000982,ORD-000000227,PROD-0000081,2,115.68,27.7,203.66
OITEM-000000983,ORD-000000227,PROD-0000035,1,181.7,6.83,174.87
OITEM-000000984,ORD-000000228,PROD-0000054,1,154.28,8.83,145.45
OITEM-000000985,ORD-000000228,PROD-0000035,1,191.61,11.88,179.73
OITEM-000000986,ORD-000000229,PROD-0000013,2,193.57,75.29,311.85
OITEM-000000987,ORD-000000230,PROD-0000054,2,152.67,30.0,275.34
OITEM-000000988,ORD-000000230,PROD-0000012,2,217.81,20.5,415.12
OITEM-000000989,ORD-000000230,PROD-0000106,1,117.11,6.51,110.6
OITEM-000000990,ORD-000000231,PROD-0000103,1,388.43,0.0,388.43
OITEM-000000991,ORD-000000231,PROD-0000016,2,209.1,40.59,377.61
OITEM-000000992,ORD-000000232,PROD-0000073,2,178.02,0.0,356.04
OITEM-000000993,ORD-000000233,PROD-0000032,1,66.44,5.0,61.44
OITEM-000000994,ORD-000000233,PROD-0000107,1,140.12,11.89,128.23
OITEM-000000995,ORD-000000234,PROD-0000007,1,214.7,0.0,214.7
OITEM-000000996,ORD-000000234,PROD-0000008,1,133.6,4.11,129.49
OITEM-000000997,ORD-000000234,PROD-0000036,2,158.38,7.28,309.48
OITEM-000000998,ORD-000000234,PROD-0000117,1,170.07,19.8,150.27
OITEM-000000999,ORD-000000235,PROD-0000115,1,346.41,8.56,337.85
OITEM-000001000,ORD-000000235,PROD-0000023,2,107.25,30.94,183.56
OITEM-000001001,ORD-000000236,PROD-0000115,2,310.59,87.89,533.29
OITEM-000001002,ORD-000000236,PROD-0000053,1,158.82,39.39,119.43
OITEM-000001003,ORD-000000236,PROD-0000054,1,159.73,39.73,120.0
OITEM-000001004,ORD-000000236,PROD-0000038,1,111.93,12.42,99.51
OITEM-000001005,ORD-000000236,PROD-0000098,1,115.23,41.98,73.25
OITEM-000001006,ORD-000000236,PROD-0000042,1,75.15,24.64,50.51
OITEM-000001007,ORD-000000236,PROD-0000052,2,115.72,38.72,192.72
OITEM-000001008,ORD-000000237,PROD-0000037,1,220.08,6.49,213.59
OITEM-000001009,ORD-000000237,PROD-0000085,1,75.03,20.08,54.95
OITEM-000001010,ORD-000000237,PROD-0000072,2,361.38,79.61,643.15
OITEM-000001011,ORD-000000237,PROD-0000103,1,373.64,28.85,344.79
OITEM-000001012,ORD-000000237,PROD-0000069,2,125.91,80.66,171.16
OITEM-000001013,ORD-000000237,PROD-0000035,2,174.43,93.57,255.29
OITEM-000001014,ORD-000000238,PROD-0000003,1,179.84,61.13,118.71
OITEM-000001015,ORD-000000239,PROD-0000067,2,183.3,103.02,263.58
OITEM-000001016,ORD-000000240,PROD-0000038,2,106.53,49.59,163.47
OITEM-000001017,ORD-000000240,PROD-0000116,1,220.11,18.15,201.96
OITEM-000001018,ORD-000000240,PROD-0000083,1,218.86,43.51,175.35
OITEM-000001019,ORD-000000240,PROD-0000016,1,195.86,69.31,126.55
OITEM-000001020,ORD-000000240,PROD-0000108,1,275.59,75.76,199.83
OITEM-000001021,ORD-000000240,PROD-0000119,1,401.99,25.78,376.21
OITEM-000001022,ORD-000000240,PROD-0000046,2,323.86,128.49,519.23
OITEM-000001023,ORD-000000240,PROD-0000058,1,106.28,20.92,85.36
OITEM-000001024,ORD-000000241,PROD-0000029,1,50.95,10.05,40.9
OITEM-000001025,ORD-000000242,PROD-0000090,1,122.89,12.8,110.09
OITEM-000001026,ORD-000000242,PROD-0000101,1,209.74,46.5,163.24
OITEM-000001027,ORD-000000242,PROD-0000051,2,121.21,41.76,200.66
OITEM-000001028,ORD-000000242,PROD-0000074,1,234.28,67.82,166.46
OITEM-000001029,ORD-000000242,PROD-0000119,2,383.59,139.31,627.87
OITEM-000001030,ORD-000000242,PROD-0000046,2,338.19,83.77,592.61
OITEM-000001031,ORD-000000243,PROD-0000050,1,114.37,33.55,80.82
OITEM-000001032,ORD-000000243,PROD-0000026,1,288.4,120.71,167.69
OITEM-000001033,ORD-000000243,PROD-0000007,2,217.37,81.46,353.28
OITEM-000001034,ORD-000000243,PROD-0000055,1,43.21,9.48,33.73
OITEM-000001035,ORD-000000243,PROD-0000075,2,193.58,110.69,276.47
OITEM-000001036,ORD-000000244,PROD-0000084,2,106.94,51.19,162.69
OITEM-000001037,ORD-000000244,PROD-0000061,1,188.7,24.05,164.65
OITEM-000001038,ORD-000000244,PROD-0000032,1,60.43,12.06,48.37
OITEM-000001039,ORD-000000244,PROD-0000101,1,191.84,45.36,146.48
OITEM-000001040,ORD-000000244,PROD-0000002,1,113.17,31.16,82.01
OITEM-000001041,ORD-000000245,PROD-0000074,2,250.62,118.02,383.22
OITEM-000001042,ORD-000000245,PROD-0000037,2,222.52,49.51,395.53
OITEM-000001043,ORD-000000245,PROD-0000027,2,139.73,28.91,250.55
OITEM-000001044,ORD-000000245,PROD-0000005,1,95.4,26.0,69.4
OITEM-000001045,ORD-000000245,PROD-0000009,2,295.01,184.62,405.4
OITEM-000001046,ORD-000000245,PROD-0000055,2,43.61,23.15,64.07
OITEM-000001047,ORD-000000246,PROD-0000094,2,254.09,190.8,317.38
OITEM-000001048,ORD-000000246,PROD-0000041,1,83.84,20.39,63.45
OITEM-000001049,ORD-000000246,PROD-0000087,2,71.71,18.38,125.04
OITEM-000001050,ORD-000000246,PROD-0000040,2,159.4,113.67,205.13
OITEM-000001051,ORD-000000246,PROD-0000116,1,202.78,19.19,183.59
OITEM-000001052,ORD-000000247,PROD-0000025,1,235.59,22.74,212.85
OITEM-000001053,ORD-000000247,PROD-0000104,2,123.19,29.31,217.07
OITEM-000001054,ORD-000000247,PROD-0000060,1,111.71,27.33,84.38
OITEM-000001055,ORD-000000248,PROD-0000033,2,113.62,84.35,142.89
OITEM-000001056,ORD-000000248,PROD-0000070,1,214.4,40.9,173.5
OITEM-000001057,ORD-000000248,PROD-0000013,1,183.45,50.41,133.04
OITEM-000001058,ORD-000000248,PROD-0000021,1,99.88,25.83,74.05
OITEM-000001059,ORD-000000249,PROD-0000044,2,244.72,85.18,404.26
OITEM-000001060,ORD-000000249,PROD-0000054,2,156.45,31.67,281.23
OITEM-000001061,ORD-000000249,PROD-0000062,1,62.99,9.4,53.59
OITEM-000001062,ORD-000000249,PROD-0000116,2,214.48,12.36,416.6
OITEM-000001063,ORD-000000249,PROD-0000046,2,332.6,45.5,619.7
OITEM-000001064,ORD-000000249,PROD-0000047,1,73.35,10.92,62.43
OITEM-000001065,ORD-000000249,PROD-0000052,1,129.42,22.01,107.41
OITEM-000001066,ORD-000000249,PROD-0000090,2,122.63,14.34,230.92
OITEM-000001067,ORD-000000250,PROD-0000062,2,66.0,5.51,126.49
OITEM-000001068,ORD-000000250,PROD-0000052,1,129.18,20.02,109.16
OITEM-000001069,ORD-000000250,PROD-0000084,2,109.64,15.84,203.44
OITEM-000001070,ORD-000000250,PROD-0000066,2,165.86,4.58,327.14
OITEM-000001071,ORD-000000250,PROD-0000040,2,158.28,67.66,248.9
OITEM-000001072,ORD-000000250,PROD-0000025,1,228.23,5.21,223.02
OITEM-000001073,ORD-000000250,PROD-0000088,1,202.14,48.82,153.32
OITEM-000001074,ORD-000000251,PROD-0000103,2,417.52,44.79,790.25
OITEM-000001075,ORD-000000251,PROD-0000036,2,143.59,0.0,287.18
OITEM-000001076,ORD-000000251,PROD-0000021,2,99.11,33.78,164.44
OITEM-000001077,ORD-000000251,PROD-0000051,1,118.93,17.88,101.05
OITEM-000001078,ORD-000000251,PROD-0000104,1,130.6,26.28,104.32
OITEM-000001079,ORD-000000251,PROD-0000030,1,194.44,33.47,160.97
OITEM-000001080,ORD-000000251,PROD-0000099,2,76.86,19.37,134.35
OITEM-000001081,ORD-000000251,PROD-0000003,1,176.62,48.32,128.3
OITEM-000001082,ORD-000000252,PROD-0000075,2,181.45,25.74,337.16
OITEM-000001083,ORD-000000252,PROD-0000108,2,287.38,94.07,480.69
OITEM-000001084,ORD-000000252,PROD-0000118,2,198.44,17.26,379.62
OITEM-000001085,ORD-000000252,PROD-0000077,2,228.32,38.86,417.78
OITEM-000001086,ORD-000000252,PROD-0000047,2,71.62,22.87,120.37
OITEM-000001087,ORD-000000252,PROD-0000114,2,129.46,32.51,226.41
OITEM-000001088,ORD-000000253,PROD-0000108,1,301.13,7.56,293.57
OITEM-000001089,ORD-000000253,PROD-0000037,1,221.86,4.02,217.84
OITEM-000001090,ORD-000000253,PROD-0000094,2,267.16,108.1,426.22
OITEM-000001091,ORD-000000253,PROD-0000079,2,411.26,101.31,721.21
OITEM-000001092,ORD-000000254,PROD-0000060,2,113.58,31.96,195.2
OITEM-000001093,ORD-000000254,PROD-0000015,2,382.39,16.1,748.68
OITEM-000001094,ORD-000000254,PROD-0000029,1,50.77,13.09,37.68
OITEM-000001095,ORD-000000254,PROD-0000045,2,160.61,108.16,213.06
OITEM-000001096,ORD-000000254,PROD-0000110,1,296.62,3.38,293.24
OITEM-000001097,ORD-000000254,PROD-0000042,1,77.13,17.44,59.69
OITEM-000001098,ORD-000000254,PROD-0000114,2,124.44,50.14,198.74
OITEM-000001099,ORD-000000255,PROD-0000035,1,184.59,30.96,153.63
OITEM-000001100,ORD-000000255,PROD-0000023,2,99.21,43.77,154.65
OITEM-000001101,ORD-000000255,PROD-0000059,1,104.79,13.48,91.31
OITEM-000001102,ORD-000000256,PROD-0000008,2,140.71,25.31,256.11
OITEM-000001103,ORD-000000256,PROD-0000026,1,300.24,62.29,237.95
OITEM-000001104,ORD-000000256,PROD-0000053,1,157.48,0.0,157.48
OITEM-000001105,ORD-000000256,PROD-0000014,2,150.45,52.03,248.87
OITEM-000001106,ORD-000000256,PROD-0000011,1,384.46,98.83,285.63
OITEM-000001107,ORD-000000256,PROD-0000048,1,256.73,47.19,209.54
OITEM-000001108,ORD-000000257,PROD-0000004,2,86.73,31.91,141.55
OITEM-000001109,ORD-000000257,PROD-0000061,1,191.36,1.68,189.68
OITEM-000001110,ORD-000000257,PROD-0000042,2,81.1,24.2,138.0
OITEM-000001111,ORD-000000258,PROD-0000032,1,62.18,6.41,55.77
OITEM-000001112,ORD-000000258,PROD-0000066,2,168.03,0.0,336.06
OITEM-000001113,ORD-000000258,PROD-0000019,2,279.51,33.57,525.45
OITEM-000001114,ORD-000000258,PROD-0000074,2,249.19,59.3,439.08
OITEM-000001115,ORD-000000258,PROD-0000102,2,167.2,71.89,262.51
OITEM-000001116,ORD-000000259,PROD-0000023,2,105.88,50.29,161.47
OITEM-000001117,ORD-000000259,PROD-0000019,2,286.32,0.0,572.64
OITEM-000001118,ORD-000000259,PROD-0000113,2,36.13,7.22,65.04
OITEM-000001119,ORD-000000259,PROD-0000038,2,114.55,14.19,214.91
OITEM-000001120,ORD-000000259,PROD-0000028,1,77.01,7.8,69.21
OITEM-000001121,ORD-000000260,PROD-0000039,1,95.8,0.0,95.8
OITEM-000001122,ORD-000000260,PROD-0000051,2,121.91,50.44,193.38
OITEM-000001123,ORD-000000260,PROD-0000043,2,181.49,21.53,341.45
OITEM-000001124,ORD-000000260,PROD-0000113,2,36.88,11.57,62.19
OITEM-000001125,ORD-000000260,PROD-0000064,1,338.85,0.0,338.85
OITEM-000001126,ORD-000000260,PROD-0000002,2,120.39,21.57,219.21
OITEM-000001127,ORD-000000261,PROD-0000082,1,100.06,25.45,74.61
OITEM-000001128,ORD-000000261,PROD-0000038,1,103.21,12.13,91.08
OITEM-000001129,ORD-000000261,PROD-0000073,1,181.75,0.6,181.15
OITEM-000001130,ORD-000000262,PROD-0000024,2,188.64,38.74,338.54
OITEM-000001131,ORD-000000262,PROD-0000086,2,138.59,44.5,232.68
OITEM-000001132,ORD-000000262,PROD-0000049,1,174.14,0.16,173.98
OITEM-000001133,ORD-000000262,PROD-0000010,2,181.97,87.59,276.35
OITEM-000001134,ORD-000000263,PROD-0000118,1,191.14,0.0,191.14
OITEM-000001135,ORD-000000263,PROD-0000117,1,174.61,20.06,154.55
OITEM-000001136,ORD-000000263,PROD-0000024,1,194.83,12.91,181.92
OITEM-000001137,ORD-000000263,PROD-0000064,1,314.35,57.46,256.89
OITEM-000001138,ORD-000000263,PROD-0000082,1,101.54,9.97,91.57
OITEM-000001139,ORD-000000263,PROD-0000086,2,134.13,53.27,214.99
OITEM-000001140,ORD-000000264,PROD-0000021,1,97.25,7.37,89.88
OITEM-000001141,ORD-000000264,PROD-0000077,2,221.7,116.46,326.94
