event_id,customer_id,event_date,event_type,device_type,session_duration,page_views,add_to_cart_flag,checkout_start_flag,purchase_flag
EVT-00000001252,CUST-0000053,2025-02-17,add_to_cart,mobile,8.13,3,1,1,0
EVT-00000001253,CUST-0000053,2025-01-21,product_view,mobile,8.51,10,0,0,0
EVT-00000001254,CUST-0000053,2025-02-12,product_view,mobile,10.47,8,0,0,0
EVT-00000001255,CUST-0000054,2024-10-11,page_view,mobile,2.33,11,1,0,0
EVT-00000001256,CUST-0000054,2023-04-01,wishlist,mobile,4.95,1,0,0,0
EVT-00000001257,CUST-0000054,2023-11-22,add_to_cart,tablet,1.9,11,1,1,0
EVT-00000001258,CUST-0000054,2024-10-11,campaign_click,mobile,4.61,5,0,0,0
EVT-00000001259,CUST-0000054,2025-05-24,campaign_click,mobile,3.15,6,0,0,0
EVT-00000001260,CUST-0000054,2025-03-15,page_view,desktop,5.95,11,0,0,0
EVT-00000001261,CUST-0000054,2023-07-05,product_view,mobile,0.2,15,0,0,0
EVT-00000001262,CUST-0000054,2025-01-23,product_view,desktop,3.39,5,0,0,0
EVT-00000001263,CUST-0000054,2023-10-26,product_view,desktop,3.63,6,0,0,0
EVT-00000001264,CUST-0000054,2025-09-24,page_view,mobile,7.4,7,0,0,0
EVT-00000001265,CUST-0000054,2024-05-18,page_view,desktop,5.46,3,0,0,0
EVT-00000001266,CUST-0000054,2025-01-19,page_view,mobile,3.12,10,1,1,0
EVT-00000001267,CUST-0000054,2023-03-31,add_to_cart,tablet,3.62,10,1,1,0
EVT-00000001268,CUST-0000055,2025-10-19,purchase,desktop,5.46,1,1,1,1
EVT-00000001269,CUST-0000055,2025-12-07,page_view,mobile,2.56,8,1,0,0
EVT-00000001270,CUST-0000055,2025-03-26,app_open,mobile,3.13,4,0,0,0
EVT-00000001271,CUST-0000055,2025-03-02,app_open,desktop,7.33,3,0,0,0
EVT-00000001272,CUST-0000055,2025-03-29,page_view,mobile,2.71,5,1,0,0
EVT-00000001273,CUST-0000055,2025-06-24,add_to_cart,desktop,11.85,7,1,1,0
EVT-00000001274,CUST-0000055,2023-05-15,add_to_cart,desktop,7.41,10,1,1,0
EVT-00000001275,CUST-0000055,2023-03-13,page_view,desktop,4.67,10,0,0,0
EVT-00000001276,CUST-0000055,2023-12-23,purchase,desktop,0.42,6,1,1,1
EVT-00000001277,CUST-0000055,2023-10-18,purchase,desktop,7.73,9,1,1,1
EVT-00000001278,CUST-0000055,2023-06-26,wishlist,desktop,4.45,7,0,0,0
EVT-00000001279,CUST-0000055,2025-11-25,page_view,mobile,6.56,10,0,0,0
EVT-00000001280,CUST-0000055,2023-01-10,app_open,desktop,1.95,14,0,0,0
EVT-00000001281,CUST-0000055,2024-12-18,page_view,tablet,5.49,8,0,0,0
EVT-00000001282,CUST-0000055,2025-02-26,app_open,desktop,4.57,1,0,0,0
EVT-00000001283,CUST-0000055,2024-05-13,product_view,desktop,7.77,6,0,0,0
EVT-00000001284,CUST-0000056,2024-01-03,product_view,tablet,5.26,10,0,0,0
EVT-00000001285,CUST-0000056,2025-11-13,product_view,mobile,7.32,5,1,1,0
EVT-00000001286,CUST-0000056,2025-12-18,checkout_start,desktop,6.18,7,1,1,1
EVT-00000001287,CUST-0000056,2025-06-01,product_view,tablet,4.26,10,0,0,0
EVT-00000001288,CUST-0000056,2024-06-02,app_open,mobile,6.28,8,0,0,0
EVT-00000001289,CUST-0000056,2024-11-11,purchase,mobile,4.69,8,1,1,1
EVT-00000001290,CUST-0000056,2024-07-04,page_view,mobile,6.14,9,0,0,0
EVT-00000001291,CUST-0000056,2023-11-25,product_view,mobile,9.26,5,0,0,0
EVT-00000001292,CUST-0000056,2024-08-29,checkout_start,desktop,2.47,12,1,1,0
EVT-00000001293,CUST-0000056,2023-04-16,campaign_click,mobile,1.31,10,1,1,0
EVT-00000001294,CUST-0000056,2023-01-24,app_open,mobile,3.35,14,0,0,0
EVT-00000001295,CUST-0000056,2024-04-02,product_view,mobile,8.14,7,0,0,0
EVT-00000001296,CUST-0000056,2024-11-14,add_to_cart,mobile,7.03,8,1,0,0
EVT-00000001297,CUST-0000057,2024-09-04,purchase,tablet,11.81,8,1,1,1
EVT-00000001298,CUST-0000057,2024-03-05,app_open,mobile,4.52,1,0,0,0
EVT-00000001299,CUST-0000057,2025-10-05,product_view,mobile,9.86,1,0,0,0
EVT-00000001300,CUST-0000057,2024-08-15,page_view,mobile,9.03,8,1,1,0
EVT-00000001301,CUST-0000057,2024-07-12,wishlist,mobile,7.77,16,0,0,0
EVT-00000001302,CUST-0000057,2023-01-13,purchase,mobile,6.77,11,1,1,1
EVT-00000001303,CUST-0000057,2023-04-03,app_open,mobile,10.58,13,0,0,0
EVT-00000001304,CUST-0000057,2025-12-21,page_view,mobile,9.45,5,1,0,0
EVT-00000001305,CUST-0000057,2025-05-22,page_view,mobile,7.05,6,0,0,0
EVT-00000001306,CUST-0000057,2023-12-13,add_to_cart,mobile,7.69,6,1,0,0
EVT-00000001307,CUST-0000057,2025-12-29,page_view,mobile,5.19,8,0,0,0
EVT-00000001308,CUST-0000057,2025-07-02,app_open,mobile,6.29,8,0,0,0
EVT-00000001309,CUST-0000057,2023-11-24,app_open,mobile,11.99,9,1,1,0
EVT-00000001310,CUST-0000057,2023-07-04,wishlist,mobile,11.37,8,1,0,0
EVT-00000001311,CUST-0000057,2023-10-03,checkout_start,desktop,10.19,13,1,1,0
EVT-00000001312,CUST-0000057,2023-06-14,product_view,mobile,9.93,5,0,0,0
EVT-00000001313,CUST-0000057,2024-01-06,page_view,mobile,6.99,3,0,0,0
EVT-00000001314,CUST-0000057,2025-04-12,product_view,mobile,3.51,5,0,0,0
EVT-00000001315,CUST-0000057,2025-09-03,app_open,mobile,4.45,12,0,0,0
EVT-00000001316,CUST-0000057,2025-12-14,page_view,mobile,9.05,10,0,0,0
EVT-00000001317,CUST-0000057,2023-12-26,page_view,mobile,10.05,6,0,0,0
EVT-00000001318,CUST-0000057,2023-06-20,app_open,mobile,8.17,11,1,0,0
EVT-00000001319,CUST-0000057,2023-02-02,product_view,desktop,5.97,3,0,0,0
EVT-00000001320,CUST-0000057,2024-09-03,wishlist,mobile,11.76,8,0,0,0
EVT-00000001321,CUST-0000057,2024-02-19,page_view,mobile,4.06,2,0,0,0
EVT-00000001322,CUST-0000057,2024-02-15,product_view,mobile,6.43,12,0,0,0
EVT-00000001323,CUST-0000057,2023-09-28,page_view,desktop,8.59,15,0,0,0
EVT-00000001324,CUST-0000057,2024-04-29,checkout_start,mobile,6.75,10,1,1,0
EVT-00000001325,CUST-0000057,2024-09-05,page_view,mobile,4.46,7,0,0,0
EVT-00000001326,CUST-0000057,2023-01-28,product_view,mobile,10.98,8,0,0,0
EVT-00000001327,CUST-0000057,2024-11-10,add_to_cart,desktop,6.41,12,1,1,0
EVT-00000001328,CUST-0000057,2025-03-01,page_view,mobile,13.18,11,0,0,0
EVT-00000001329,CUST-0000057,2024-05-07,add_to_cart,mobile,7.57,10,1,0,0
EVT-00000001330,CUST-0000058,2023-06-07,checkout_start,desktop,7.57,9,1,1,1
EVT-00000001331,CUST-0000058,2024-09-10,app_open,mobile,3.18,14,0,0,0
EVT-00000001332,CUST-0000058,2024-12-01,purchase,desktop,11.33,12,1,1,1
EVT-00000001333,CUST-0000058,2023-01-02,app_open,mobile,4.79,15,1,1,0
EVT-00000001334,CUST-0000058,2024-12-28,page_view,desktop,11.03,5,0,0,0
EVT-00000001335,CUST-0000058,2023-07-31,page_view,mobile,10.72,9,0,0,0
EVT-00000001336,CUST-0000058,2024-04-10,purchase,mobile,7.68,8,1,1,1
EVT-00000001337,CUST-0000058,2023-10-10,page_view,tablet,3.26,1,0,0,0
EVT-00000001338,CUST-0000058,2025-04-21,purchase,mobile,8.92,6,1,1,1
EVT-00000001339,CUST-0000058,2024-05-10,add_to_cart,mobile,8.67,1,1,1,1
EVT-00000001340,CUST-0000058,2023-09-29,checkout_start,mobile,7.0,8,1,1,0
EVT-00000001341,CUST-0000058,2025-06-29,product_view,mobile,2.86,5,0,0,0
EVT-00000001342,CUST-0000058,2025-08-23,page_view,desktop,4.62,5,1,1,0
EVT-00000001343,CUST-0000058,2024-10-16,product_view,mobile,7.17,4,0,0,0
EVT-00000001344,CUST-0000058,2024-06-23,page_view,desktop,4.81,12,0,0,0
EVT-00000001345,CUST-0000058,2024-06-07,checkout_start,mobile,12.18,7,1,1,1
EVT-00000001346,CUST-0000058,2025-12-16,page_view,desktop,5.69,8,0,0,0
EVT-00000001347,CUST-0000058,2023-03-14,page_view,mobile,5.46,2,1,1,0
EVT-00000001348,CUST-0000058,2023-07-04,wishlist,desktop,8.93,1,1,0,0
EVT-00000001349,CUST-0000058,2023-09-10,product_view,mobile,9.03,3,0,0,0
EVT-00000001350,CUST-0000058,2025-05-29,app_open,mobile,8.52,6,0,0,0
EVT-00000001351,CUST-0000058,2025-03-27,page_view,mobile,4.0,3,0,0,0
EVT-00000001352,CUST-0000058,2023-05-15,page_view,mobile,4.16,11,1,0,0
EVT-00000001353,CUST-0000058,2024-12-07,checkout_start,mobile,5.98,6,1,1,0
EVT-00000001354,CUST-0000058,2023-06-12,wishlist,mobile,7.92,17,0,0,0
EVT-00000001355,CUST-0000058,2023-06-11,page_view,mobile,0.2,12,1,1,0
EVT-00000001356,CUST-0000058,2024-12-10,product_view,mobile,9.99,13,1,1,1
EVT-00000001357,CUST-0000058,2023-04-19,wishlist,desktop,6.47,7,0,0,0
EVT-00000001358,CUST-0000058,2025-09-23,product_view,mobile,9.73,1,0,0,0
EVT-00000001359,CUST-0000058,2023-01-27,app_open,mobile,9.93,8,1,0,0
EVT-00000001360,CUST-0000058,2023-11-30,add_to_cart,mobile,2.22,8,1,0,0
EVT-00000001361,CUST-0000058,2025-09-02,app_open,mobile,2.53,10,0,0,0
EVT-00000001362,CUST-0000058,2024-05-12,page_view,desktop,10.13,3,0,0,0
EVT-00000001363,CUST-0000058,2024-07-11,add_to_cart,mobile,7.08,11,1,0,0
EVT-00000001364,CUST-0000058,2023-05-31,product_view,mobile,2.3,2,0,0,0
EVT-00000001365,CUST-0000058,2025-03-01,purchase,mobile,7.36,12,1,1,1
EVT-00000001366,CUST-0000058,2025-05-25,product_view,desktop,8.42,2,1,1,0
EVT-00000001367,CUST-0000058,2024-01-31,product_view,mobile,8.63,1,0,0,0
EVT-00000001368,CUST-0000058,2023-05-11,product_view,tablet,4.41,13,0,0,0
EVT-00000001369,CUST-0000058,2025-05-12,page_view,mobile,5.36,11,0,0,0
EVT-00000001370,CUST-0000059,2025-04-15,app_open,mobile,5.89,3,1,1,0
EVT-00000001371,CUST-0000059,2024-01-28,checkout_start,mobile,6.18,12,1,1,1
EVT-00000001372,CUST-0000059,2025-03-24,app_open,mobile,6.1,3,1,0,0
EVT-00000001373,CUST-0000059,2024-10-25,checkout_start,mobile,8.76,3,1,1,0
EVT-00000001374,CUST-0000059,2023-10-14,add_to_cart,desktop,2.52,4,1,0,0
EVT-00000001375,CUST-0000059,2024-12-07,app_open,mobile,11.9,7,1,0,0
EVT-00000001376,CUST-0000059,2024-06-22,page_view,mobile,10.48,10,1,0,0
EVT-00000001377,CUST-0000059,2024-04-15,app_open,mobile,6.83,9,1,0,0
EVT-00000001378,CUST-0000059,2024-03-26,wishlist,desktop,4.82,13,0,0,0
EVT-00000001379,CUST-0000059,2023-02-17,add_to_cart,desktop,11.66,6,1,0,0
EVT-00000001380,CUST-0000059,2024-11-10,product_view,mobile,10.08,6,0,0,0
EVT-00000001381,CUST-0000059,2024-06-26,product_view,desktop,1.63,10,1,1,1
EVT-00000001382,CUST-0000059,2025-08-09,page_view,mobile,5.75,6,0,0,0
EVT-00000001383,CUST-0000059,2024-12-17,product_view,mobile,8.21,11,0,0,0
EVT-00000001384,CUST-0000059,2024-10-12,wishlist,mobile,9.96,8,0,0,0
EVT-00000001385,CUST-0000059,2023-01-22,campaign_click,mobile,2.48,14,0,0,0
EVT-00000001386,CUST-0000059,2025-11-10,product_view,desktop,5.42,4,0,0,0
EVT-00000001387,CUST-0000059,2023-08-14,page_view,tablet,4.99,9,1,0,0
EVT-00000001388,CUST-0000059,2023-07-19,checkout_start,mobile,7.8,6,1,1,1
EVT-00000001389,CUST-0000059,2025-06-29,checkout_start,mobile,12.16,10,1,1,1
EVT-00000001390,CUST-0000059,2025-03-13,checkout_start,desktop,12.75,10,1,1,1
EVT-00000001391,CUST-0000059,2024-10-06,page_view,mobile,8.0,12,0,0,0
EVT-00000001392,CUST-0000059,2024-07-14,wishlist,mobile,8.83,10,0,0,0
EVT-00000001393,CUST-0000059,2025-09-10,product_view,mobile,5.69,10,1,1,1
EVT-00000001394,CUST-0000059,2025-10-11,product_view,mobile,4.64,11,0,0,0
EVT-00000001395,CUST-0000059,2025-09-15,campaign_click,mobile,0.2,13,0,0,0
EVT-00000001396,CUST-0000059,2024-04-25,campaign_click,tablet,6.86,5,0,0,0
EVT-00000001397,CUST-0000059,2025-04-26,product_view,mobile,11.07,9,0,0,0
EVT-00000001398,CUST-0000059,2025-11-07,wishlist,mobile,6.67,11,1,1,0
EVT-00000001399,CUST-0000059,2025-11-26,product_view,mobile,1.44,9,0,0,0
EVT-00000001400,CUST-0000059,2025-03-04,purchase,mobile,8.76,7,1,1,1
EVT-00000001401,CUST-0000060,2024-01-25,page_view,mobile,9.99,6,0,0,0
EVT-00000001402,CUST-0000060,2023-10-12,page_view,tablet,9.66,8,0,0,0
EVT-00000001403,CUST-0000060,2025-04-11,checkout_start,mobile,4.51,15,1,1,0
EVT-00000001404,CUST-0000060,2024-08-31,page_view,mobile,13.48,6,1,1,0
EVT-00000001405,CUST-0000060,2025-03-31,app_open,mobile,2.85,4,0,0,0
EVT-00000001406,CUST-0000060,2023-09-04,checkout_start,mobile,4.29,9,1,1,1
EVT-00000001407,CUST-0000060,2023-09-10,add_to_cart,mobile,10.82,7,1,0,0
EVT-00000001408,CUST-0000060,2025-01-22,app_open,mobile,10.0,13,0,0,0
EVT-00000001409,CUST-0000060,2024-05-31,page_view,mobile,6.37,12,0,0,0
EVT-00000001410,CUST-0000060,2025-10-09,product_view,mobile,10.19,13,0,0,0
EVT-00000001411,CUST-0000060,2023-11-07,product_view,mobile,5.41,9,0,0,0
EVT-00000001412,CUST-0000060,2024-09-15,page_view,mobile,4.13,8,0,0,0
EVT-00000001413,CUST-0000060,2025-12-04,app_open,mobile,7.79,15,0,0,0
EVT-00000001414,CUST-0000060,2023-06-08,campaign_click,mobile,8.08,10,1,0,0
EVT-00000001415,CUST-0000060,2024-07-12,app_open,desktop,9.02,10,0,0,0
EVT-00000001416,CUST-0000060,2025-10-01,app_open,mobile,5.15,6,0,0,0
EVT-00000001417,CUST-0000060,2024-03-29,page_view,mobile,6.16,10,0,0,0
EVT-00000001418,CUST-0000060,2025-10-20,purchase,mobile,6.82,3,1,1,1
EVT-00000001419,CUST-0000060,2023-07-13,add_to_cart,mobile,6.7,14,1,0,0
EVT-00000001420,CUST-0000060,2025-01-20,product_view,mobile,5.71,5,0,0,0
EVT-00000001421,CUST-0000060,2025-02-10,campaign_click,mobile,3.74,8,0,0,0
EVT-00000001422,CUST-0000060,2025-10-08,product_view,desktop,13.69,1,0,0,0
EVT-00000001423,CUST-0000060,2025-06-07,purchase,desktop,6.24,9,1,1,1
EVT-00000001424,CUST-0000060,2025-01-17,product_view,mobile,10.07,7,0,0,0
EVT-00000001425,CUST-0000060,2025-03-16,page_view,tablet,6.29,10,0,0,0
EVT-00000001426,CUST-0000060,2024-01-24,app_open,mobile,7.89,4,0,0,0
EVT-00000001427,CUST-0000060,2025-11-01,page_view,mobile,2.56,5,0,0,0
EVT-00000001428,CUST-0000060,2025-07-03,wishlist,mobile,3.39,8,1,0,0
EVT-00000001429,CUST-0000060,2023-08-30,page_view,mobile,7.83,8,0,0,0
EVT-00000001430,CUST-0000060,2024-03-26,wishlist,mobile,6.1,7,0,0,0
EVT-00000001431,CUST-0000061,2024-08-30,page_view,desktop,3.44,4,0,0,0
EVT-00000001432,CUST-0000061,2024-04-12,app_open,desktop,6.74,7,0,0,0
EVT-00000001433,CUST-0000061,2023-04-05,add_to_cart,desktop,8.02,9,1,0,0
EVT-00000001434,CUST-0000061,2023-10-16,product_view,mobile,2.59,6,0,0,0
EVT-00000001435,CUST-0000061,2023-06-15,add_to_cart,mobile,3.59,9,1,0,0
EVT-00000001436,CUST-0000061,2025-03-25,wishlist,mobile,7.82,6,0,0,0
EVT-00000001437,CUST-0000061,2023-05-01,app_open,mobile,1.71,8,0,0,0
EVT-00000001438,CUST-0000061,2023-08-28,page_view,mobile,9.17,12,0,0,0
EVT-00000001439,CUST-0000061,2024-05-10,wishlist,mobile,5.06,9,0,0,0
EVT-00000001440,CUST-0000061,2023-04-07,product_view,desktop,7.03,6,1,0,0
EVT-00000001441,CUST-0000061,2024-01-04,page_view,mobile,7.05,4,0,0,0
EVT-00000001442,CUST-0000061,2024-09-17,page_view,mobile,4.12,8,0,0,0
EVT-00000001443,CUST-0000061,2024-12-22,product_view,desktop,8.39,1,0,0,0
EVT-00000001444,CUST-0000061,2023-11-07,add_to_cart,desktop,7.09,11,1,1,0
EVT-00000001445,CUST-0000061,2025-07-29,app_open,mobile,6.52,2,0,0,0
EVT-00000001446,CUST-0000061,2025-09-19,app_open,tablet,3.64,8,0,0,0
EVT-00000001447,CUST-0000061,2025-10-18,product_view,mobile,0.2,10,0,0,0
EVT-00000001448,CUST-0000062,2024-10-29,page_view,mobile,6.35,8,0,0,0
EVT-00000001449,CUST-0000062,2023-02-23,product_view,mobile,7.68,11,0,0,0
EVT-00000001450,CUST-0000062,2025-08-20,purchase,tablet,11.54,9,1,1,1
EVT-00000001451,CUST-0000062,2023-04-24,product_view,desktop,5.2,7,1,0,0
EVT-00000001452,CUST-0000062,2025-05-20,checkout_start,mobile,4.35,3,1,1,0
EVT-00000001453,CUST-0000062,2025-01-21,purchase,mobile,5.81,8,1,1,1
EVT-00000001454,CUST-0000062,2024-10-19,app_open,mobile,14.36,8,1,0,0
EVT-00000001455,CUST-0000062,2023-12-10,wishlist,mobile,4.93,4,0,0,0
EVT-00000001456,CUST-0000062,2024-06-10,page_view,mobile,10.9,11,0,0,0
EVT-00000001457,CUST-0000062,2023-02-06,checkout_start,mobile,8.66,8,1,1,0
EVT-00000001458,CUST-0000062,2023-07-06,product_view,mobile,9.76,10,0,0,0
EVT-00000001459,CUST-0000062,2024-08-02,app_open,desktop,8.71,1,0,0,0
EVT-00000001460,CUST-0000062,2025-10-23,page_view,mobile,6.39,13,0,0,0
EVT-00000001461,CUST-0000062,2025-09-25,add_to_cart,mobile,7.31,6,1,1,0
EVT-00000001462,CUST-0000062,2023-06-15,page_view,mobile,10.8,12,1,0,0
EVT-00000001463,CUST-0000062,2023-10-19,product_view,desktop,7.77,3,1,1,0
EVT-00000001464,CUST-0000062,2025-01-16,wishlist,desktop,6.72,10,0,0,0
EVT-00000001465,CUST-0000062,2025-10-04,page_view,mobile,12.66,1,1,0,0
EVT-00000001466,CUST-0000062,2024-01-19,product_view,mobile,7.8,6,0,0,0
EVT-00000001467,CUST-0000062,2023-03-28,product_view,mobile,8.01,9,0,0,0
EVT-00000001468,CUST-0000062,2024-07-12,page_view,mobile,6.44,4,0,0,0
EVT-00000001469,CUST-0000062,2025-01-16,app_open,mobile,11.21,1,1,0,0
EVT-00000001470,CUST-0000062,2024-12-12,app_open,mobile,8.01,3,0,0,0
EVT-00000001471,CUST-0000062,2025-08-15,page_view,mobile,2.93,20,0,0,0
EVT-00000001472,CUST-0000062,2023-06-18,product_view,mobile,2.92,9,0,0,0
EVT-00000001473,CUST-0000062,2023-06-10,page_view,mobile,5.11,5,0,0,0
EVT-00000001474,CUST-0000062,2023-06-15,add_to_cart,mobile,10.68,9,1,1,1
EVT-00000001475,CUST-0000062,2023-06-29,wishlist,mobile,11.85,11,0,0,0
EVT-00000001476,CUST-0000062,2025-12-01,checkout_start,mobile,5.3,4,1,1,1
EVT-00000001477,CUST-0000062,2023-06-20,checkout_start,desktop,8.46,6,1,1,0
EVT-00000001478,CUST-0000062,2024-12-23,app_open,mobile,8.4,8,0,0,0
EVT-00000001479,CUST-0000062,2025-02-23,app_open,mobile,10.65,3,0,0,0
EVT-00000001480,CUST-0000062,2024-02-03,page_view,mobile,6.41,3,1,0,0
EVT-00000001481,CUST-0000062,2025-06-13,page_view,mobile,5.69,12,1,0,0
EVT-00000001482,CUST-0000063,2025-05-02,add_to_cart,mobile,5.99,16,1,0,0
EVT-00000001483,CUST-0000063,2023-10-22,product_view,mobile,5.74,10,0,0,0
EVT-00000001484,CUST-0000063,2024-11-29,checkout_start,desktop,7.16,6,1,1,0
EVT-00000001485,CUST-0000063,2024-10-31,app_open,mobile,4.34,18,1,1,1
EVT-00000001486,CUST-0000063,2024-10-27,product_view,mobile,6.53,7,1,0,0
EVT-00000001487,CUST-0000063,2025-05-16,product_view,mobile,7.68,8,0,0,0
EVT-00000001488,CUST-0000063,2023-10-26,page_view,mobile,12.44,7,1,0,0
EVT-00000001489,CUST-0000063,2024-09-12,campaign_click,mobile,4.7,13,1,1,1
EVT-00000001490,CUST-0000063,2023-06-18,product_view,mobile,1.84,8,1,0,0
EVT-00000001491,CUST-0000063,2024-06-19,page_view,desktop,7.5,1,0,0,0
EVT-00000001492,CUST-0000063,2025-05-10,wishlist,mobile,14.18,4,0,0,0
EVT-00000001493,CUST-0000063,2025-08-07,checkout_start,mobile,6.9,13,1,1,0
EVT-00000001494,CUST-0000063,2025-11-30,page_view,desktop,7.77,5,1,0,0
EVT-00000001495,CUST-0000063,2023-04-02,product_view,mobile,10.12,9,0,0,0
EVT-00000001496,CUST-0000063,2025-04-08,page_view,desktop,5.32,6,0,0,0
EVT-00000001497,CUST-0000063,2023-07-12,app_open,mobile,10.21,1,1,0,0
EVT-00000001498,CUST-0000063,2025-02-12,app_open,mobile,9.2,2,0,0,0
EVT-00000001499,CUST-0000063,2023-10-19,page_view,mobile,13.33,4,0,0,0
EVT-00000001500,CUST-0000063,2024-06-28,add_to_cart,mobile,8.0,8,1,0,0
EVT-00000001501,CUST-0000063,2025-01-15,checkout_start,mobile,11.2,11,1,1,1
EVT-00000001502,CUST-0000063,2025-06-24,checkout_start,mobile,4.75,3,1,1,1
EVT-00000001503,CUST-0000063,2024-01-01,add_to_cart,mobile,14.39,5,1,0,0
EVT-00000001504,CUST-0000063,2025-05-05,checkout_start,mobile,11.31,10,1,1,0
EVT-00000001505,CUST-0000063,2024-12-31,product_view,mobile,3.43,9,0,0,0
EVT-00000001506,CUST-0000063,2023-02-24,app_open,mobile,7.36,7,0,0,0
EVT-00000001507,CUST-0000063,2023-10-20,app_open,mobile,3.14,8,0,0,0
EVT-00000001508,CUST-0000063,2023-09-21,page_view,mobile,7.34,11,0,0,0
EVT-00000001509,CUST-0000063,2023-12-20,product_view,mobile,8.75,6,0,0,0
EVT-00000001510,CUST-0000063,2025-03-18,checkout_start,mobile,11.47,8,1,1,0
EVT-00000001511,CUST-0000063,2023-05-01,wishlist,desktop,6.07,6,1,0,0
EVT-00000001512,CUST-0000063,2025-06-29,product_view,mobile,9.78,12,0,0,0
EVT-00000001513,CUST-0000063,2023-10-16,page_view,mobile,4.1,6,0,0,0
EVT-00000001514,CUST-0000063,2023-10-14,app_open,mobile,5.51,6,0,0,0
EVT-00000001515,CUST-0000063,2024-06-16,checkout_start,mobile,3.44,2,1,1,0
EVT-00000001516,CUST-0000063,2024-06-10,app_open,desktop,6.18,11,0,0,0
EVT-00000001517,CUST-0000063,2025-03-07,checkout_start,mobile,4.63,6,1,1,0
EVT-00000001518,CUST-0000063,2024-08-06,add_to_cart,mobile,5.28,7,1,0,0
EVT-00000001519,CUST-0000063,2023-09-16,add_to_cart,mobile,4.95,6,1,0,0
EVT-00000001520,CUST-0000063,2023-08-01,page_view,mobile,8.57,10,0,0,0
EVT-00000001521,CUST-0000063,2025-04-01,page_view,mobile,8.48,8,0,0,0
EVT-00000001522,CUST-0000063,2024-12-16,wishlist,mobile,13.47,12,0,0,0
EVT-00000001523,CUST-0000063,2024-09-29,add_to_cart,mobile,6.22,4,1,1,0
EVT-00000001524,CUST-0000064,2023-08-20,product_view,mobile,5.93,5,0,0,0
EVT-00000001525,CUST-0000064,2023-07-09,page_view,mobile,7.44,5,0,0,0
EVT-00000001526,CUST-0000064,2023-12-09,product_view,mobile,7.21,10,0,0,0
EVT-00000001527,CUST-0000064,2024-03-27,page_view,tablet,2.56,15,0,0,0
EVT-00000001528,CUST-0000064,2025-10-18,purchase,mobile,5.5,9,1,1,1
EVT-00000001529,CUST-0000064,2025-04-03,wishlist,mobile,3.34,10,0,0,0
EVT-00000001530,CUST-0000064,2023-01-25,add_to_cart,mobile,7.92,3,1,0,0
EVT-00000001531,CUST-0000064,2024-12-04,checkout_start,mobile,7.72,8,1,1,1
EVT-00000001532,CUST-0000064,2025-07-05,product_view,tablet,7.16,6,0,0,0
EVT-00000001533,CUST-0000064,2024-11-19,page_view,mobile,1.63,1,0,0,0
EVT-00000001534,CUST-0000064,2025-03-27,add_to_cart,tablet,9.19,11,1,1,1
EVT-00000001535,CUST-0000064,2025-10-03,app_open,mobile,1.82,2,0,0,0
EVT-00000001536,CUST-0000064,2024-06-07,wishlist,mobile,4.37,13,0,0,0
EVT-00000001537,CUST-0000064,2024-03-22,add_to_cart,mobile,7.4,4,1,0,0
EVT-00000001538,CUST-0000064,2023-05-20,product_view,mobile,3.27,13,0,0,0
EVT-00000001539,CUST-0000065,2024-12-19,page_view,mobile,4.76,6,0,0,0
EVT-00000001540,CUST-0000065,2025-10-22,wishlist,desktop,2.62,5,0,0,0
EVT-00000001541,CUST-0000065,2024-12-04,wishlist,mobile,2.35,2,1,0,0
EVT-00000001542,CUST-0000065,2025-07-30,app_open,mobile,7.2,9,0,0,0
EVT-00000001543,CUST-0000065,2025-07-01,wishlist,desktop,7.06,7,0,0,0
EVT-00000001544,CUST-0000065,2024-04-28,product_view,tablet,7.29,4,0,0,0
EVT-00000001545,CUST-0000065,2023-07-17,page_view,mobile,7.52,8,0,0,0
EVT-00000001546,CUST-0000065,2025-03-07,product_view,desktop,3.48,1,1,0,0
EVT-00000001547,CUST-0000065,2024-08-22,page_view,mobile,1.76,4,0,0,0
EVT-00000001548,CUST-0000065,2024-02-06,checkout_start,desktop,10.8,14,1,1,1
EVT-00000001549,CUST-0000065,2025-08-21,page_view,desktop,9.96,11,0,0,0
EVT-00000001550,CUST-0000065,2025-06-05,checkout_start,mobile,4.42,7,1,1,0
EVT-00000001551,CUST-0000065,2025-05-27,page_view,desktop,0.2,14,0,0,0
EVT-00000001552,CUST-0000065,2024-06-08,wishlist,desktop,1.46,8,0,0,0
EVT-00000001553,CUST-0000065,2023-04-13,purchase,mobile,3.64,10,1,1,1
EVT-00000001554,CUST-0000065,2025-07-19,product_view,mobile,5.71,4,0,0,0
EVT-00000001555,CUST-0000065,2025-04-02,wishlist,mobile,5.98,9,0,0,0
EVT-00000001556,CUST-0000066,2025-03-24,product_view,desktop,10.07,5,0,0,0
EVT-00000001557,CUST-0000066,2024-05-23,product_view,tablet,8.44,11,0,0,0
EVT-00000001558,CUST-0000066,2025-07-04,app_open,mobile,10.14,16,1,1,1
EVT-00000001559,CUST-0000066,2024-08-10,add_to_cart,mobile,6.58,8,1,0,0
EVT-00000001560,CUST-0000066,2024-07-27,page_view,desktop,18.33,7,0,0,0
EVT-00000001561,CUST-0000066,2023-07-21,add_to_cart,desktop,8.94,1,1,0,0
EVT-00000001562,CUST-0000066,2023-07-18,product_view,mobile,10.06,3,1,0,0
EVT-00000001563,CUST-0000066,2024-10-29,page_view,mobile,11.19,13,0,0,0
