order_id,customer_id,order_date,channel,order_status,gross_amount,discount_amount,net_amount,payment_method,shipping_type,shipping_cost,delivery_days,return_flag
ORD-000000233,CUST-0000052,2025-03-14,app,delivered,206.56,16.89,189.67,installments,express,14.85,0,0
ORD-000000234,CUST-0000052,2025-07-16,ecommerce,delivered,835.13,31.19,803.94,credit_card,standard,13.13,5,0
ORD-000000235,CUST-0000052,2025-12-25,ecommerce,returned,560.91,39.5,521.41,credit_card,standard,14.65,3,1
ORD-000000236,CUST-0000053,2023-11-03,app,delivered,1473.48,284.77,1188.71,debit_card,standard,2.23,7,0
ORD-000000237,CUST-0000053,2024-02-28,store,cancelled,1992.19,309.26,1682.93,credit_card,pickup,0.0,0,0
ORD-000000238,CUST-0000053,2024-10-19,ecommerce,delivered,179.84,61.13,118.71,credit_card,express,22.66,6,0
ORD-000000239,CUST-0000053,2025-10-08,app,delivered,366.6,103.02,263.58,pix,standard,13.91,3,0
ORD-000000240,CUST-0000054,2024-02-17,ecommerce,delivered,2279.47,431.51,1847.96,credit_card,standard,14.58,5,0
ORD-000000241,CUST-0000054,2024-03-21,app,delivered,50.95,10.05,40.9,credit_card,standard,3.14,2,0
ORD-000000242,CUST-0000054,2024-05-08,ecommerce,returned,2252.89,391.96,1860.93,credit_card,standard,20.55,7,1
ORD-000000243,CUST-0000054,2024-06-25,store,delivered,1267.88,355.89,911.99,credit_card,pickup,0.0,0,0
ORD-000000244,CUST-0000054,2024-08-26,store,delivered,768.02,163.82,604.2,installments,pickup,0.0,0,0
ORD-000000245,CUST-0000054,2025-01-21,store,delivered,1998.38,430.21,1568.17,credit_card,pickup,0.0,0,0
ORD-000000246,CUST-0000054,2025-03-17,app,delivered,1257.02,362.43,894.59,wallet,standard,0.18,5,0
ORD-000000247,CUST-0000054,2025-08-18,ecommerce,delivered,593.68,79.38,514.3,credit_card,pickup,1.69,0,0
ORD-000000248,CUST-0000054,2025-12-19,store,returned,724.97,201.49,523.48,credit_card,pickup,0.0,0,1
ORD-000000249,CUST-0000055,2024-02-07,store,delivered,2407.52,231.38,2176.14,installments,pickup,0.0,0,0
ORD-000000250,CUST-0000055,2024-08-02,store,delivered,1559.11,167.64,1391.47,installments,pickup,0.0,0,0
ORD-000000251,CUST-0000055,2024-11-04,app,delivered,2094.75,223.89,1870.86,credit_card,pickup,0.0,2,0
ORD-000000252,CUST-0000055,2025-01-02,app,delivered,2193.34,231.31,1962.03,installments,pickup,0.0,0,0
ORD-000000253,CUST-0000055,2025-03-02,store,delivered,1879.83,220.99,1658.84,debit_card,pickup,0.0,0,0
ORD-000000254,CUST-0000055,2025-03-31,store,delivered,1986.56,240.27,1746.29,credit_card,pickup,0.0,0,0
ORD-000000255,CUST-0000055,2025-10-27,store,delivered,487.8,88.21,399.59,credit_card,pickup,0.0,0,0
ORD-000000256,CUST-0000056,2023-11-20,store,delivered,1681.23,285.65,1395.58,credit_card,pickup,0.0,0,0
ORD-000000257,CUST-0000056,2025-12-04,app,cancelled,527.02,57.79,469.23,debit_card,standard,11.01,8,0
ORD-000000258,CUST-0000057,2023-09-27,app,delivered,1790.04,171.17,1618.87,wallet,express,12.35,3,0
ORD-000000259,CUST-0000057,2024-05-19,app,returned,1162.77,79.5,1083.27,debit_card,pickup,0.0,1,1
ORD-000000260,CUST-0000057,2024-10-12,store,delivered,1355.99,105.11,1250.88,debit_card,pickup,0.0,0,0
ORD-000000261,CUST-0000057,2025-01-18,store,delivered,385.02,38.18,346.84,credit_card,pickup,0.0,0,0
ORD-000000262,CUST-0000057,2025-01-22,store,delivered,1192.54,170.99,1021.55,pix,pickup,0.0,0,0
ORD-000000263,CUST-0000057,2025-03-11,app,delivered,1244.73,153.67,1091.06,credit_card,standard,10.8,4,0
ORD-000000264,CUST-0000057,2025-07-19,app,delivered,1713.04,214.49,1498.55,credit_card,pickup,3.18,2,0
ORD-000000265,CUST-0000057,2025-09-02,app,delivered,589.89,84.52,505.37,credit_card,standard,12.9,5,0
ORD-000000266,CUST-0000057,2025-11-30,app,delivered,1192.74,219.07,973.67,debit_card,pickup,3.82,0,0
ORD-000000267,CUST-0000058,2023-11-11,ecommerce,delivered,1340.12,210.12,1130.0,debit_card,standard,17.95,6,0
ORD-000000268,CUST-0000058,2024-07-06,ecommerce,delivered,1952.02,265.25,1686.77,debit_card,pickup,7.25,0,0
ORD-000000269,CUST-0000058,2024-11-20,app,delivered,1464.47,204.91,1259.56,pix,standard,14.86,6,0
ORD-000000270,CUST-0000058,2024-12-19,ecommerce,delivered,345.74,94.12,251.62,debit_card,standard,13.58,6,0
ORD-000000271,CUST-0000058,2025-02-10,app,delivered,153.51,26.37,127.14,credit_card,pickup,0.0,0,0
ORD-000000272,CUST-0000058,2025-05-20,ecommerce,delivered,1661.92,282.88,1379.04,credit_card,pickup,0.0,2,0
ORD-000000273,CUST-0000058,2025-11-13,app,delivered,1323.77,179.71,1144.06,credit_card,standard,15.39,7,0
ORD-000000274,CUST-0000059,2023-04-09,ecommerce,delivered,873.21,118.87,754.34,pix,pickup,0.0,1,0
ORD-000000275,CUST-0000059,2023-10-28,ecommerce,delivered,805.89,63.01,742.88,credit_card,standard,9.88,4,0
ORD-000000276,CUST-0000059,2025-10-18,ecommerce,delivered,1279.49,101.17,1178.32,pix,standard,20.97,8,0
ORD-000000277,CUST-0000060,2023-02-17,store,delivered,1394.96,62.62,1332.34,pix,pickup,0.0,0,0
ORD-000000278,CUST-0000060,2023-11-01,store,delivered,797.9,61.44,736.46,credit_card,pickup,0.0,0,0
ORD-000000279,CUST-0000060,2023-12-17,ecommerce,cancelled,380.43,4.65,375.78,credit_card,standard,18.65,2,0
ORD-000000280,CUST-0000060,2023-12-27,store,delivered,225.44,23.25,202.19,credit_card,pickup,0.0,0,0
ORD-000000281,CUST-0000060,2024-01-22,store,delivered,1479.05,21.08,1457.97,pix,pickup,0.0,0,0
ORD-000000282,CUST-0000060,2024-04-06,store,delivered,895.92,75.71,820.21,credit_card,pickup,0.0,0,0
ORD-000000283,CUST-0000060,2024-10-29,store,delivered,690.01,48.97,641.04,installments,pickup,0.0,0,0
ORD-000000284,CUST-0000060,2025-05-11,store,cancelled,612.52,103.12,509.4,wallet,pickup,0.0,0,0
ORD-000000285,CUST-0000060,2025-11-19,store,delivered,1648.15,93.33,1554.82,credit_card,pickup,0.0,0,0
ORD-000000286,CUST-0000061,2024-09-20,store,delivered,1018.18,160.78,857.4,wallet,pickup,0.0,0,0
ORD-000000287,CUST-0000061,2025-03-02,store,cancelled,1148.65,221.19,927.46,credit_card,pickup,0.0,0,0
ORD-000000288,CUST-0000061,2025-03-24,ecommerce,delivered,881.21,195.58,685.63,credit_card,standard,7.18,2,0
ORD-000000289,CUST-0000061,2025-04-30,ecommerce,delivered,732.74,127.17,605.57,credit_card,standard,6.03,5,0
ORD-000000290,CUST-0000061,2025-08-18,ecommerce,delivered,1420.75,531.35,889.4,debit_card,standard,7.16,7,0
ORD-000000291,CUST-0000061,2025-09-20,store,delivered,1414.48,272.32,1142.16,credit_card,pickup,0.0,0,0
ORD-000000292,CUST-0000061,2025-10-13,app,delivered,813.31,212.95,600.36,credit_card,pickup,1.1,0,0
ORD-000000293,CUST-0000061,2025-12-09,store,delivered,1312.96,351.77,961.19,credit_card,pickup,0.0,0,0
ORD-000000294,CUST-0000062,2023-09-08,store,delivered,233.99,1.91,232.08,credit_card,pickup,0.0,0,0
ORD-000000295,CUST-0000062,2023-11-25,store,delivered,1965.59,249.32,1716.27,credit_card,pickup,0.0,0,0
ORD-000000296,CUST-0000062,2024-01-11,ecommerce,delivered,1247.13,168.23,1078.9,installments,express,17.9,2,0
ORD-000000297,CUST-0000062,2025-03-11,store,delivered,2026.23,273.85,1752.38,credit_card,pickup,0.0,0,0
ORD-000000298,CUST-0000062,2025-07-14,store,cancelled,2396.64,233.31,2163.33,debit_card,pickup,0.0,0,0
ORD-000000299,CUST-0000062,2025-07-18,ecommerce,delivered,1140.93,194.75,946.18,credit_card,express,13.37,1,0
ORD-000000300,CUST-0000062,2025-09-28,store,delivered,606.78,96.8,509.98,installments,pickup,0.0,0,0
ORD-000000301,CUST-0000062,2025-12-15,store,delivered,424.28,53.89,370.39,credit_card,pickup,0.0,0,0
ORD-000000302,CUST-0000063,2023-06-08,app,delivered,445.88,62.48,383.4,pix,express,14.36,1,0
ORD-000000303,CUST-0000063,2023-06-09,ecommerce,delivered,357.87,87.59,270.28,installments,express,12.13,6,0
ORD-000000304,CUST-0000063,2023-09-09,app,delivered,784.92,147.38,637.54,pix,standard,10.21,5,0
ORD-000000305,CUST-0000063,2025-10-04,app,delivered,1795.84,100.66,1695.18,debit_card,express,15.58,4,0
ORD-000000306,CUST-0000064,2025-11-22,store,delivered,375.2,70.19,305.01,credit_card,pickup,0.0,0,1
ORD-000000307,CUST-0000065,2023-01-27,app,returned,1897.88,340.87,1557.01,pix,standard,9.53,9,1
ORD-000000308,CUST-0000065,2025-09-25,store,delivered,1802.72,216.29,1586.43,wallet,pickup,0.0,0,0
ORD-000000309,CUST-0000066,2025-12-02,ecommerce,delivered,562.58,88.76,473.82,credit_card,standard,9.75,5,0
ORD-000000310,CUST-0000067,2023-10-01,ecommerce,delivered,1481.37,145.18,1336.19,credit_card,standard,13.39,6,0
ORD-000000311,CUST-0000067,2024-10-30,store,delivered,1687.49,247.99,1439.5,pix,pickup,0.0,0,0
ORD-000000312,CUST-0000067,2024-11-04,store,delivered,267.69,42.83,224.86,credit_card,pickup,0.0,0,0
ORD-000000313,CUST-0000067,2025-03-15,ecommerce,delivered,789.9,0.0,789.9,pix,express,18.5,1,0
ORD-000000314,CUST-0000067,2025-09-02,app,cancelled,2025.17,179.57,1845.6,credit_card,standard,8.49,3,0
ORD-000000315,CUST-0000067,2025-12-12,ecommerce,delivered,451.46,45.18,406.28,credit_card,pickup,1.68,0,0
ORD-000000316,CUST-0000068,2023-03-18,ecommerce,delivered,1570.54,422.68,1147.86,pix,standard,11.81,5,0
ORD-000000317,CUST-0000068,2024-11-11,app,delivered,615.58,165.98,449.6,credit_card,express,12.77,5,0
ORD-000000318,CUST-0000068,2025-10-08,app,delivered,1915.65,334.43,1581.22,wallet,standard,12.07,9,0
ORD-000000319,CUST-0000069,2023-04-02,app,delivered,1285.92,77.23,1208.69,credit_card,standard,13.58,4,0
ORD-000000320,CUST-0000069,2023-04-27,app,delivered,1378.4,84.0,1294.4,credit_card,standard,10.77,7,0
ORD-000000321,CUST-0000069,2023-07-07,ecommerce,delivered,1331.01,39.71,1291.3,credit_card,standard,18.1,4,0
ORD-000000322,CUST-0000069,2023-07-16,ecommerce,delivered,190.5,11.05,179.45,credit_card,standard,14.09,8,0
ORD-000000323,CUST-0000069,2023-08-18,ecommerce,delivered,583.98,38.95,545.03,installments,express,15.05,2,0
ORD-000000324,CUST-0000069,2024-05-04,app,delivered,967.73,37.14,930.59,debit_card,express,6.93,5,0
ORD-000000325,CUST-0000069,2024-09-08,app,delivered,1469.62,79.6,1390.02,wallet,standard,13.88,4,0
ORD-000000326,CUST-0000069,2025-12-06,store,returned,1309.7,102.31,1207.39,debit_card,pickup,0.0,0,1
ORD-000000327,CUST-0000070,2023-05-21,ecommerce,delivered,1896.46,161.66,1734.8,installments,express,16.04,1,0
ORD-000000328,CUST-0000070,2023-12-19,store,delivered,1943.31,118.12,1825.19,credit_card,pickup,0.0,0,0
ORD-000000329,CUST-0000070,2025-03-04,ecommerce,delivered,562.85,109.46,453.39,installments,standard,12.12,7,0
ORD-000000330,CUST-0000070,2025-06-26,app,delivered,2921.11,515.53,2405.58,installments,standard,7.05,3,0
ORD-000000331,CUST-0000070,2025-11-21,ecommerce,delivered,1836.04,110.79,1725.25,installments,standard,13.92,4,0
ORD-000000332,CUST-0000071,2024-09-21,store,delivered,1322.77,189.91,1132.86,installments,pickup,0.0,0,0
ORD-000000333,CUST-0000071,2025-04-02,ecommerce,delivered,808.6,68.25,740.35,credit_card,standard,17.07,8,0
ORD-000000334,CUST-0000071,2025-06-26,app,delivered,222.42,26.17,196.25,installments,express,11.5,4,0
ORD-000000335,CUST-0000071,2025-07-07,app,returned,528.26,59.72,468.54,debit_card,pickup,0.0,1,1
ORD-000000336,CUST-0000071,2025-09-13,app,delivered,375.14,23.1,352.04,pix,standard,11.26,6,0
ORD-000000337,CUST-0000071,2025-12-08,ecommerce,delivered,1140.56,146.32,994.24,credit_card,standard,10.39,4,0
ORD-000000338,CUST-0000072,2025-03-15,ecommerce,delivered,194.77,29.8,164.97,debit_card,standard,9.65,8,0
ORD-000000339,CUST-0000072,2025-05-01,store,delivered,1203.55,121.83,1081.72,debit_card,pickup,0.0,0,0
ORD-000000340,CUST-0000072,2025-05-10,store,delivered,2241.0,176.31,2064.69,debit_card,pickup,0.0,0,0
ORD-000000341,CUST-0000072,2025-07-24,store,delivered,628.11,95.95,532.16,debit_card,pickup,0.0,0,0
ORD-000000342,CUST-0000072,2025-09-13,ecommerce,cancelled,1142.94,157.34,985.6,wallet,standard,12.16,5,0
ORD-000000343,CUST-0000072,2025-10-03,store,delivered,277.14,89.01,188.13,credit_card,pickup,0.0,0,0
ORD-000000344,CUST-0000072,2025-11-25,app,returned,541.36,15.93,525.43,wallet,pickup,0.0,0,1
ORD-000000345,CUST-0000072,2025-11-30,ecommerce,cancelled,754.58,143.4,611.18,credit_card,standard,9.19,5,0
ORD-000000346,CUST-0000073,2023-08-13,store,delivered,2480.75,259.58,2221.17,credit_card,pickup,0.0,0,0
ORD-000000347,CUST-0000073,2025-12-15,ecommerce,delivered,224.65,31.35,193.3,debit_card,pickup,2.65,0,0
ORD-000000348,CUST-0000074,2024-08-08,app,delivered,677.11,203.55,473.56,credit_card,pickup,0.0,0,0
ORD-000000349,CUST-0000074,2025-12-02,ecommerce,delivered,2673.98,433.88,2240.1,credit_card,standard,5.9,8,0
ORD-000000350,CUST-0000075,2023-07-07,store,delivered,1036.57,80.48,956.09,debit_card,pickup,0.0,0,0
ORD-000000351,CUST-0000075,2024-01-10,store,returned,2020.92,121.73,1899.19,installments,pickup,0.0,0,1
ORD-000000352,CUST-0000075,2024-03-20,ecommerce,delivered,152.66,11.9,140.76,credit_card,standard,17.46,8,0
ORD-000000353,CUST-0000075,2024-05-27,app,delivered,1145.32,68.17,1077.15,debit_card,pickup,0.0,0,0
ORD-000000354,CUST-0000075,2024-07-22,store,delivered,874.85,74.26,800.59,credit_card,pickup,0.0,0,0
ORD-000000355,CUST-0000075,2024-09-28,app,delivered,399.6,47.95,351.65,credit_card,standard,15.05,5,0
ORD-000000356,CUST-0000075,2024-10-15,store,delivered,639.42,24.7,614.72,credit_card,pickup,0.0,0,0
ORD-000000357,CUST-0000075,2025-03-14,app,delivered,637.9,5.78,632.12,credit_card,pickup,0.0,2,0
ORD-000000358,CUST-0000075,2025-04-29,store,returned,1514.08,155.7,1358.38,credit_card,pickup,0.0,0,1
ORD-000000359,CUST-0000075,2025-12-22,store,delivered,426.57,38.48,388.09,pix,pickup,0.0,0,0
ORD-000000360,CUST-0000076,2024-08-03,store,delivered,577.98,47.43,530.55,wallet,pickup,0.0,0,0
ORD-000000361,CUST-0000076,2024-11-06,store,delivered,1171.5,22.11,1149.39,credit_card,pickup,0.0,0,0
ORD-000000362,CUST-0000076,2025-01-14,store,delivered,2115.02,449.25,1665.77,credit_card,pickup,0.0,0,0
ORD-000000363,CUST-0000076,2025-09-15,store,delivered,2029.69,200.55,1829.14,credit_card,pickup,0.0,0,0
ORD-000000364,CUST-0000076,2025-11-03,ecommerce,delivered,1117.51,113.04,1004.47,credit_card,pickup,0.4,0,0
ORD-000000365,CUST-0000076,2025-11-12,store,delivered,782.2,90.29,691.91,credit_card,pickup,0.0,0,0
ORD-000000366,CUST-0000077,2023-12-18,store,delivered,1445.24,152.17,1293.07,wallet,pickup,0.0,0,0
ORD-000000367,CUST-0000077,2025-10-18,ecommerce,delivered,431.7,70.31,361.39,credit_card,express,16.5,1,1
ORD-000000368,CUST-0000078,2025-12-04,ecommerce,delivered,1220.14,334.23,885.91,credit_card,standard,6.52,4,0
ORD-000000369,CUST-0000079,2023-10-30,ecommerce,delivered,112.11,23.04,89.07,wallet,pickup,0.0,0,0
ORD-000000370,CUST-0000079,2024-03-11,ecommerce,delivered,1574.94,102.47,1472.47,debit_card,standard,6.9,3,0
ORD-000000371,CUST-0000079,2024-10-20,app,delivered,665.83,91.4,574.43,credit_card,standard,14.47,5,0
ORD-000000372,CUST-0000079,2025-03-12,store,delivered,752.7,47.32,705.38,installments,pickup,0.0,0,0
ORD-000000373,CUST-0000079,2025-03-21,app,returned,2062.88,279.3,1783.58,credit_card,standard,12.82,7,1
ORD-000000374,CUST-0000079,2025-08-13,store,delivered,1035.55,54.33,981.22,credit_card,pickup,0.0,0,0
ORD-000000375,CUST-0000079,2025-10-20,app,delivered,1241.04,94.28,1146.76,credit_card,standard,10.54,4,0
ORD-000000376,CUST-0000080,2024-03-11,app,delivered,562.75,77.82,484.93,credit_card,express,14.44,1,0
ORD-000000377,CUST-0000080,2025-11-17,ecommerce,delivered,328.94,9.36,319.58,credit_card,standard,10.92,5,0
ORD-000000378,CUST-0000081,2023-10-06,app,cancelled,330.1,2.38,327.72,credit_card,express,16.78,3,0
ORD-000000379,CUST-0000081,2023-11-25,ecommerce,delivered,1526.69,261.94,1264.75,credit_card,standard,11.37,9,0
ORD-000000380,CUST-0000081,2024-03-08,app,delivered,666.55,40.69,625.86,credit_card,standard,18.33,10,0
ORD-000000381,CUST-0000081,2024-04-07,store,cancelled,1982.55,310.43,1672.12,credit_card,pickup,0.0,0,0
ORD-000000382,CUST-0000081,2024-09-10,store,delivered,1980.65,216.05,1764.6,installments,pickup,0.0,0,0
ORD-000000383,CUST-0000081,2025-11-22,ecommerce,delivered,879.01,104.61,774.4,debit_card,standard,11.21,4,0
ORD-000000384,CUST-0000082,2023-02-18,ecommerce,delivered,1166.8,185.74,981.06,pix,standard,10.65,4,0
ORD-000000385,CUST-0000082,2023-03-12,ecommerce,returned,130.4,0.0,130.4,credit_card,standard,4.12,8,1
ORD-000000386,CUST-0000082,2024-10-21,store,cancelled,692.84,42.84,650.0,credit_card,pickup,0.0,0,0
ORD-000000387,CUST-0000082,2025-05-10,ecommerce,delivered,1773.35,264.58,1508.77,credit_card,standard,19.95,6,0
ORD-000000388,CUST-0000082,2025-11-23,store,cancelled,273.88,49.34,224.54,credit_card,pickup,0.0,0,0
ORD-000000389,CUST-0000083,2025-05-07,store,delivered,2158.39,325.81,1832.58,credit_card,pickup,0.0,0,0
ORD-000000390,CUST-0000083,2025-06-10,app,delivered,195.08,31.77,163.31,credit_card,pickup,0.0,0,0
ORD-000000391,CUST-0000083,2025-12-23,app,delivered,2127.75,310.29,1817.46,debit_card,standard,20.49,4,0
ORD-000000392,CUST-0000084,2024-04-16,store,delivered,840.99,43.44,797.55,debit_card,pickup,0.0,0,0
ORD-000000393,CUST-0000084,2024-07-07,store,delivered,646.34,36.01,610.33,credit_card,pickup,0.0,0,0
ORD-000000394,CUST-0000084,2024-08-04,ecommerce,delivered,1332.62,111.1,1221.52,pix,standard,19.48,3,0
ORD-000000395,CUST-0000084,2024-09-02,app,delivered,1222.99,77.35,1145.64,credit_card,standard,11.87,4,0
ORD-000000396,CUST-0000084,2024-11-09,ecommerce,delivered,614.26,28.84,585.42,credit_card,express,17.6,5,0
ORD-000000397,CUST-0000084,2025-04-15,app,delivered,125.34,10.94,114.4,credit_card,standard,12.47,6,0
ORD-000000398,CUST-0000084,2025-08-27,ecommerce,cancelled,154.06,15.61,138.45,installments,pickup,0.0,0,0
ORD-000000399,CUST-0000084,2025-11-21,app,delivered,1376.19,65.23,1310.96,installments,standard,12.04,5,0
ORD-000000400,CUST-0000085,2023-06-04,app,delivered,1707.48,130.89,1576.59,credit_card,standard,10.68,6,0
ORD-000000401,CUST-0000085,2023-11-17,ecommerce,delivered,625.11,43.06,582.05,credit_card,standard,8.78,4,0
ORD-000000402,CUST-0000085,2024-07-18,ecommerce,delivered,1033.97,89.95,944.02,debit_card,express,14.08,3,0
ORD-000000403,CUST-0000085,2025-12-23,app,delivered,1539.04,93.7,1445.34,installments,standard,20.07,6,0
ORD-000000404,CUST-0000086,2023-05-24,ecommerce,delivered,702.64,19.06,683.58,debit_card,express,16.22,1,0
ORD-000000405,CUST-0000086,2023-06-26,app,delivered,344.0,18.7,325.3,credit_card,standard,13.81,4,0
ORD-000000406,CUST-0000086,2023-12-18,app,delivered,111.39,12.16,99.23,credit_card,standard,13.99,6,0
ORD-000000407,CUST-0000086,2024-01-17,ecommerce,delivered,1075.86,102.17,973.69,debit_card,express,16.15,0,0
ORD-000000408,CUST-0000086,2024-03-30,store,delivered,1003.19,118.17,885.02,wallet,pickup,0.0,0,0
ORD-000000409,CUST-0000086,2025-10-16,ecommerce,cancelled,430.07,69.15,360.92,credit_card,pickup,7.75,0,0
ORD-000000410,CUST-0000087,2025-02-15,ecommerce,delivered,400.51,37.83,362.68,credit_card,standard,9.53,6,0
ORD-000000411,CUST-0000087,2025-03-04,app,delivered,2629.53,294.56,2334.97,credit_card,standard,17.83,7,0
ORD-000000412,CUST-0000087,2025-03-04,store,delivered,1546.49,80.15,1466.34,credit_card,pickup,0.0,0,0
ORD-000000413,CUST-0000087,2025-06-29,ecommerce,delivered,1883.03,238.11,1644.92,wallet,standard,11.0,7,0
ORD-000000414,CUST-0000087,2025-06-30,app,delivered,1275.62,150.49,1125.13,debit_card,standard,7.93,5,0
ORD-000000415,CUST-0000087,2025-07-04,app,delivered,1651.17,230.27,1420.9,credit_card,standard,10.55,3,0
ORD-000000416,CUST-0000087,2025-12-10,ecommerce,delivered,816.7,125.74,690.96,wallet,standard,14.03,6,0
ORD-000000417,CUST-0000088,2024-12-12,store,delivered,2164.63,299.04,1865.59,debit_card,pickup,0.0,0,0
ORD-000000418,CUST-0000088,2025-01-22,ecommerce,delivered,642.42,67.94,574.48,credit_card,pickup,4.41,0,0
ORD-000000419,CUST-0000088,2025-03-22,ecommerce,delivered,725.62,111.95,613.67,credit_card,express,11.63,3,0
ORD-000000420,CUST-0000088,2025-04-20,store,returned,1316.6,271.65,1044.95,credit_card,pickup,0.0,0,1
ORD-000000421,CUST-0000088,2025-08-05,ecommerce,delivered,944.84,100.89,843.95,debit_card,standard,14.19,1,0
ORD-000000422,CUST-0000088,2025-10-14,app,delivered,489.89,51.09,438.8,debit_card,standard,12.68,6,0
ORD-000000423,CUST-0000089,2023-03-15,app,delivered,585.46,30.85,554.61,credit_card,standard,9.49,4,0
ORD-000000424,CUST-0000089,2023-04-08,ecommerce,cancelled,93.06,2.47,90.59,credit_card,pickup,1.39,0,0
ORD-000000425,CUST-0000089,2023-04-14,app,delivered,442.73,27.03,415.7,installments,express,16.7,0,0
ORD-000000426,CUST-0000089,2023-06-07,ecommerce,delivered,924.95,48.09,876.86,installments,pickup,7.84,0,0
ORD-000000427,CUST-0000089,2024-05-11,ecommerce,delivered,778.1,42.18,735.92,debit_card,standard,12.1,3,0
ORD-000000428,CUST-0000089,2024-05-26,app,cancelled,1003.79,29.13,974.66,pix,standard,13.21,7,0
ORD-000000429,CUST-0000089,2024-06-12,store,returned,1401.0,80.42,1320.58,credit_card,pickup,0.0,0,1
ORD-000000430,CUST-0000089,2024-10-02,ecommerce,delivered,1104.35,56.42,1047.93,credit_card,pickup,5.81,0,0
ORD-000000431,CUST-0000089,2024-10-31,store,cancelled,154.32,4.42,149.9,pix,pickup,0.0,0,0
ORD-000000432,CUST-0000089,2025-10-26,store,delivered,604.36,54.1,550.26,credit_card,pickup,0.0,0,0
ORD-000000433,CUST-0000090,2025-05-11,store,returned,128.44,5.33,123.11,debit_card,pickup,0.0,0,1
ORD-000000434,CUST-0000090,2025-05-22,store,cancelled,1938.15,169.49,1768.66,credit_card,pickup,0.0,0,0
ORD-000000435,CUST-0000090,2025-07-18,store,delivered,1535.63,132.36,1403.27,credit_card,pickup,0.0,0,0
ORD-000000436,CUST-0000091,2024-01-03,ecommerce,delivered,325.8,26.64,299.16,credit_card,pickup,0.0,4,0
ORD-000000437,CUST-0000091,2024-04-05,store,delivered,1130.72,103.54,1027.18,credit_card,pickup,0.0,0,0
ORD-000000438,CUST-0000091,2024-04-20,store,delivered,1071.87,83.31,988.56,debit_card,pickup,0.0,0,0
ORD-000000439,CUST-0000091,2024-08-08,app,returned,581.89,49.3,532.59,credit_card,pickup,2.66,0,1
ORD-000000440,CUST-0000091,2025-03-31,ecommerce,returned,697.78,22.6,675.18,credit_card,pickup,0.34,3,1
ORD-000000441,CUST-0000091,2025-10-03,app,delivered,790.88,53.58,737.3,installments,standard,1.2,6,0
ORD-000000442,CUST-0000091,2025-11-12,app,delivered,133.67,6.25,127.42,credit_card,standard,11.22,4,0
ORD-000000443,CUST-0000092,2023-03-23,app,delivered,642.96,70.05,572.91,debit_card,standard,7.81,4,0
ORD-000000444,CUST-0000092,2023-07-25,ecommerce,delivered,369.21,7.69,361.52,credit_card,standard,12.18,4,0
ORD-000000445,CUST-0000092,2024-11-21,app,delivered,1123.14,73.07,1050.07,credit_card,pickup,3.65,1,0
ORD-000000446,CUST-0000092,2025-05-20,ecommerce,cancelled,680.94,15.46,665.48,credit_card,standard,13.71,6,0
ORD-000000447,CUST-0000092,2025-09-28,ecommerce,delivered,1301.89,164.52,1137.37,credit_card,express,10.49,6,0
ORD-000000448,CUST-0000093,2025-01-03,app,delivered,2053.49,426.08,1627.41,pix,standard,7.74,2,0
ORD-000000449,CUST-0000093,2025-03-21,app,delivered,1220.27,53.04,1167.23,credit_card,standard,12.0,6,0
ORD-000000450,CUST-0000093,2025-12-26,app,delivered,529.12,72.0,457.12,installments,standard,13.69,7,0
ORD-000000451,CUST-0000094,2023-02-20,store,returned,319.89,14.67,305.22,credit_card,pickup,0.0,0,1
ORD-000000452,CUST-0000094,2023-04-07,store,delivered,1649.23,196.45,1452.78,wallet,pickup,0.0,0,0
ORD-000000453,CUST-0000094,2023-04-09,ecommerce,delivered,680.56,43.0,637.56,credit_card,standard,13.15,5,0
ORD-000000454,CUST-0000094,2023-08-03,store,cancelled,230.34,0.0,230.34,pix,pickup,0.0,0,0
ORD-000000455,CUST-0000094,2025-10-03,store,delivered,2009.58,251.19,1758.39,credit_card,pickup,0.0,0,0
ORD-000000456,CUST-0000095,2023-06-18,ecommerce,delivered,640.77,217.99,422.78,wallet,pickup,0.0,0,0
ORD-000000457,CUST-0000095,2023-07-02,store,delivered,908.26,233.13,675.13,debit_card,pickup,0.0,0,0
ORD-000000458,CUST-0000095,2023-08-06,app,delivered,1114.79,258.2,856.59,credit_card,standard,8.21,6,0
ORD-000000459,CUST-0000095,2024-12-27,app,cancelled,711.98,124.41,587.57,pix,pickup,0.0,0,0
ORD-000000460,CUST-0000095,2025-12-11,ecommerce,delivered,654.48,154.15,500.33,credit_card,standard,16.2,4,0
ORD-000000461,CUST-0000096,2023-05-10,store,delivered,1785.82,302.24,1483.58,credit_card,pickup,0.0,0,0
ORD-000000462,CUST-0000096,2024-01-25,store,delivered,2088.16,150.69,1937.47,credit_card,pickup,0.0,0,0
ORD-000000463,CUST-0000096,2025-12-09,app,delivered,993.24,209.73,783.51,credit_card,express,17.05,1,0
ORD-000000464,CUST-0000097,2024-03-03,store,returned,2444.82,236.09,2208.73,wallet,pickup,0.0,0,1
ORD-000000465,CUST-0000097,2024-04-18,ecommerce,delivered,96.32,8.31,88.01,credit_card,standard,12.73,4,0
ORD-000000466,CUST-0000097,2024-05-10,app,delivered,1219.65,192.98,1026.67,installments,standard,17.45,6,0
ORD-000000467,CUST-0000097,2025-10-27,ecommerce,delivered,80.95,17.49,63.46,credit_card,pickup,2.89,0,0
